survey,item,variable,values,nonresponses,question_text,response_categories,group
pew2011,corrupt_pol4,q12b,c(1:4),,"Now I am going to read you a list of things that may be problems in our country. Please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all: corrupt political leaders",1 very big problem / 2 moderately big problem / 3 small problem / 4 not a problem at all,corrupt
pew2012,care4a,q68a,c(4:1),,Most elected officials care what people like me think ,1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
pew2012,corrupt_pol4,q23b,c(1:4),,"Now I am going to read you a list of things that may be problems in our country. Please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all: corrupt political leaders",1 very big problem / 2 moderately big problem / 3 small problem / 4 not a problem at all,corrupt
pew2013,corrupt_pol4,q16b,c(1:4),,"Now I am going to read you a list of things that may be problems in our country. Please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all: corrupt political leaders",1 very big problem / 2 moderately big problem / 3 small problem / 4 not a problem at all,corrupt
pew2014,care2,q94,c(2:1),,Which statement comes closer to your own views — even if neither is exactly right. Most government officials care what people like me think [OR] Most government officials DO NOT care what people like me think,1 most government officials care / 2 most government officials do not care,eff
pew2014,corrupt_pol4,q21b,c(1:4),,"Now I am going to read you a list of things that may be problems in our country. Please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all: corrupt political leaders",1 very big problem / 2 moderately big problem / 3 small problem / 4 not a problem at all,corrupt
pew2015,big2a,q80,c(2:1),,"In general, would you say the government is run for the benefit of all the people in (survey country) OR is it run for the benefit of only a few groups of people? ",1 benefit all / 2 benefit few groups,eff
pew2015,corrupt_gov4,q59d,c(1:4),,"Now I am going to read you a list of things that may be problems in our country. Please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all: government corruption",1 very big problem / 2 moderately big problem / 3 small problem / 4 not a problem at all,corrupt
pew2015,corrupt_pol4,q60b,c(1:4),,"Now I am going to read you a list of things that may be problems in our country. Please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all: corrupt political leaders",1 very big problem / 2 moderately big problem / 3 small problem / 4 not a problem at all,corrupt
pew2016,big2a,q68,c(2:1),,"In general, would you say the government is run for the benefit of all the people in (survey country) OR is it run for the benefit of only a few groups of people? ",1 benefit all / 2 benefit few groups,eff
pew2017,corrupt_pol4,prob_leaders,c(1:4),,"Now I am going to read you a list of things that may be problems in our country. Please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all: corrupt political leaders",1 very big problem / 2 moderately big problem / 3 small problem / 4 not a problem at all,corrupt
pew2018,care4,describecountry_officials,c(4:1),,"Elected officials care what ordinary people think. Does this statement describe (survey country) very well, somewhat well, not too well or not well at all?",1 very well / 2 somewhat well / 3 not too well / 4 not well at all,eff
pew2018,corrupt_pol4a,describecountry_corrupt,c(1:4),,"Most politicians are corrupt. Does this statement describe (survey country) very well, somewhat well, not too well or not well at all?",1 very well / 2 somewhat well / 3 not too well / 4 not well at all,corrupt
pew2019,big4a,state_benefit,c(4:1),,Generally the state/government is run for the benefit of all the people,1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
pew2019,care4a,most_elected,c(4:1),,Most elected officials care what people like me think ,1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
pewrel2009_afr,say4,q11b,c(1:4),,People like me don’t have any say about what the government does ,1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
pewrel2015_ee,say4f,q67a,c(4:1),,Voting gives people like me some say about how government runs things ,1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
ress2014,trust_parl11,trstprl,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. [Country's] parliament?",0 no trust / 123456789 / 10 complete trust,trust
ress2014,trust_parties11,trstprt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Political parties?",0 no trust / 123456789 / 10 complete trust,trust
ress2014,trust_pol11,trstplt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Politicians?",0 no trust / 123456789 / 10 complete trust,trust
sasianb1,trust_parties4,c13i,c(4:1),8,"I am going to name a number of institutions. For each one, could you tell me how much trust you have in them: Political parties",1 great deal / 2 some / 3 not much / 4 none at all,trust
sasianb1,change4,c20c,c(4:1),8,People have the power to change the government they do not like,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree,eff
som_combo,trust_parl5,aa10e,c(5:1),c(97:99),How much confidence do you have in the way the following institutions and groups do their job? - The National Parliament,1 very high trust / 2 quite high trust / 3 neither high nor low trust / 4 quite low trust / 5 very low trust,trust
som_combo,trust_parties5,aa10q,c(5:1),c(97:99),How much confidence do you have in the way the following institutions and groups do their job? - The political parties,1 very high trust / 2 quite high trust / 3 neither high nor low trust / 4 quite low trust / 5 very low trust,trust
som_combo,trust_pol4,ab12,c(4:1),c(97:99),"In general, how much trust do you have in Swedish politicians?",1 very high trust / 2 quite high trust / 3 quite low trust / 4 very low trust,trust
som_combo,trust_mp4,ab13a,c(4:1),c(97:99),"In general, how much confidence do you have in the way the following groups do their job? - Parliamentarians",1 very high trust / 2 quite high trust / 3 quite low trust / 4 very low trust,trust
som_combo,corrupt_pol7,ab100a,c(1:7),"c(8,97:99)","n your opinion, to what extent are the following occupational groups in Sweden involved in some kind of corruption? - Politicians",1 not at all / 23456 / 7 to a very great extent,corrupt
usgss,right5,govdook,c(5:1),,Most of the time we can trust people in government to do what is right ,1 Strongly agree / 5 Strongly disagree,trust_eff
uspew_valcombo,care4a,q2c,c(4:1),,Most elected officials care what people like me think ,1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
uspew_valcombo,say4,q2a,c(1:4),,People like me don’t have any say about what the government does ,1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
uspew_valcombo,say4f,q2d,c(4:1),,Voting gives people like me some say about how government runs things ,1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
uspew_valcombo,touch4,q2b,c(1:4),,"Generally speaking, elected officials in Washington lose touch with the people pretty quickly ",1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
uspew2006_12val,care4a,q13c,c(4:1),,Most elected officials care what people like me think ,1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
uspew2006_12val,say4,q13a,c(1:4),,People like me don’t have any say about what the government does ,1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
uspew2006_12val,say4f,q13d,c(4:1),,Voting gives people like me some say about how government runs things ,1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
uspew2006_12val,touch4,q13b,c(1:4),,"Generally speaking, elected officials in Washington lose touch with the people pretty quickly ",1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
uspew2009_val,care4a,q20c,c(4:1),,Most elected officials care what people like me think ,1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
uspew2009_val,say4,q20a,c(1:4),,People like me don’t have any say about what the government does ,1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
uspew2009_val,say4f,q20d,c(4:1),,Voting gives people like me some say about how government runs things ,1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
uspew2009_val,touch4,q20b,c(1:4),,"Generally speaking, elected officials in Washington lose touch with the people pretty quickly ",1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
uspew2011_09wk,care4a,pew5c,c(4:1),,Most elected officials care what people like me think ,1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
uspew2011_09wk,say4,pew5a,c(1:4),,People like me don’t have any say about what the government does ,1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
uspew2011_09wk,say4f,pew5d,c(4:1),,Voting gives people like me some say about how government runs things ,1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
uspew2011_09wk,touch4,pew5b,c(1:4),,"Generally speaking, elected officials in Washington lose touch with the people pretty quickly ",1 completely agree / 2 mostly agree / 3 mostly disagree / 4 completely disagree,eff
wvs_combo,big2,e128,c(1:2),c(-2:-1),"Generally speaking, would you say that this country is run by a few big interests looking out for themselves, or that it is run for the benefit of all the people?",1 run by a few big interests / 2 run for all the people,eff
wvs_combo,corrupt_officials4a,e196,c(4:1),c(-2:-1),How widespread do you think bribe taking and corruption is in this country?,1 almost no public officials engaged in it / 2 a few are / 3 most are / 4 almost all public officials are engaged in it,corrupt
wvs_combo,sat_officials4,e125,c(4:1),c(-2:-1),How satisfied are you with the way the people now in national office are handling the country's affairs? ,1 very satisfied / 2 fairly satisfied / 3 fairly dissatisfied / 4 very dissatisfied,sat
wvs_combo,say5a,e291,c(5:1),c(-2:-1),How much would you say the political system in your country allows people like you to have a say in what the government does?,1 a great deal / 2 a lot / 3 some / 3 a little / 4 not at all,eff
